(3,0)
(2,0)
(1,0)
(4,0)
(3,0.0)
(1,0.0)
(1,0.0131842)
(1,0.0118694362018)
(1,0.0)
(3,-0.170819)
(2,0.0)
(2,0)
(2,0.0141800246609)
(3,0.0082304526749)
(2,0.00308261405672)
(3,0.00205761316872)
(5,0)
(4,0.0)
(4,0.0878835)
(4,0.00936329588015)
(4,0.00749063670412)
(6,0)
(5,0.0)
(5,0.157303)
(5,0.00398406374502)
(5,0.00597609561753)
(7,0.0)
(7,0.333021)
(7,0.0238663484487)
(7,0.0143198090692)
(7,0)
(6,0.0)
(6,-0.0891191)
(6,0.00282752120641)
(6,0.00659754948162)
(8,0)
(8,0.0)
(8,-0.0473467)
(8,0.00155279503106)
(8,0.0108695652174)
(9,0)
(10,0)
(9,0.0)
(9,0.307008)
(9,0.035004730369)
(9,0.00473036896878)
(11,0)
(10,0.0)
(10,0.587954)
(10,0.00527704485488)
(10,0.00263852242744)
(12,0)
(11,0.0)
(11,-0.205895)
(11,0.0134357005758)
(11,0.0134357005758)
(12,0.0)
(12,0.0573402)
(12,0.00983606557377)
(12,0.00546448087432)
(13,0)
(14,0)
(15,0)
(14,0.0)
(14,0.208377)
(14,0.0197674418605)
(14,0.0046511627907)
(13,0.0)
(13,0.375446)
(13,0.0112359550562)
(13,0.00561797752809)
