(1,0)
(2,3)
(3,0)
(1,1.0)
(1,-0.0754747)
(1,0.00631578947368)
(1,0.00315789473684)
(3,0.0)
(3,-0.0755864)
(3,0.0208333333333)
(3,0.0036231884058)
(4,0)
(2,0.0)
(2,0.0402581)
(2,0.0114285714286)
(2,0.00428571428571)
(5,0)
(4,0.0)
(4,-0.197832)
(4,0.0160550458716)
(4,0.0114678899083)
(6,1)
(5,0.0)
(5,-0.0317298)
(5,0.0231548480463)
(5,0.00578871201158)
(7,0)
(8,3)
(6,0.0)
(6,-0.0518597)
(6,0.0241492864984)
(6,0.00109769484083)
(7,0.0)
(7,None)
(7,0.00546946216955)
(7,0.0109389243391)
(8,0.0)
(8,0.0247232)
(8,0.00164203612479)
(8,0.0114942528736)
(9,0)
(9,0.0)
(9,0)
(9,0.0120192307692)
(9,0.00240384615385)
(10,0)
(11,0)
(12,2)
(10,0.0)
(10,-0.103733)
(10,0.0179282868526)
(10,0.00697211155378)
(11,0.0)
(11,-0.0533638)
(11,0.0285714285714)
(11,0.0)
(12,0.0)
(12,-0.0542721)
(12,0.00705052878966)
(12,0.00235017626322)
(13,0)
(14,0)
(13,0.0)
(13,0.224811)
(13,0.0157480314961)
(13,0.00262467191601)
(15,0)
(14,0.0)
(14,-0.285046)
(14,0.0327868852459)
(14,0.0016393442623)
(15,0.0)
(15,0)
(15,0.0)
(15,0.0)
