(2,0)
(3,0)
(1,0)
(4,8)
(5,0)
(2,0.0)
(2,0.0139328)
(2,0.00711743772242)
(2,0.0)
(3,0.0)
(4,0.000301421)
(3,0.0202127659574)
(3,0.00744680851064)
(4,0.00274725274725)
(1,0.0)
(1,-0.170028)
(1,0.0171673819742)
(1,0.0071530758226)
(7,0)
(6,5)
(5,0.0)
(5,-0.199305)
(5,0.018691588785)
(5,0.0)
(8,0)
(7,0.0)
(7,0)
(7,0.0121130551817)
(7,0.00269179004038)
(9,6)
(8,0.0)
(8,0.258512)
(8,0.021897810219)
(8,0.014598540146)
(10,6)
(9,0.0)
(9,-0.0248585)
(9,0.015606242497)
(9,0.00720288115246)
(11,6)
(10,0.0)
(10,-0.230667)
(10,0.0105263157895)
(10,0.00526315789474)
(11,0.0)
(11,0.342729)
(11,0.0186170212766)
(11,0.0)
(12,6)
(12,0.0)
(12,-0.331479)
(12,0.0140186915888)
(12,0.00934579439252)
(13,6)
(14,6)
(14,0.0)
(14,0.170372)
(14,0.0089485458613)
(14,0.0178970917226)
(13,0.0)
(13,0.190005)
(13,0.00707547169811)
(13,0.0117924528302)
(15,6)
(15,0.0)
(15,0.0867958)
(15,0.0183066361556)
(15,0.0160183066362)
